Address,Suburb,Prices,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",Median equivalised total household income (weekly) ($),Extracted_Address,latitude,longitude
"224 The Lakes Boulevard, 
SOUTH MORANG VIC 3752",SOUTH MORANG,500.0,25227.0,2543.2,72.0,17214.0,0.0,0.0,94.0,101.0,52.0,99.0,25.0,64.0,8.0,55.0,7094.0,1354.0,37.0,780.0,1648.0,38.0,562.0,2239.0,"224 The Lakes Boulevard, 
SOUTH MORANG VIC 3752",-37.6292603,145.0706405
"15 Curtis Avenue, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,625.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,2359.0,"15 Curtis Avenue, 
MOUNT WAVERLEY VIC 3149",-37.8904092,145.1127985
"2 Sundown Court, 
NARRE WARREN VIC 3805",NARRE WARREN,570.0,52128.0,7667.0,147.8,35723.0,0.0,0.0,122.0,189.0,139.0,211.0,49.0,105.0,24.0,40.0,15242.0,746.0,35.0,1592.0,2387.0,253.0,677.0,4487.0,"2 Sundown Court, 
NARRE WARREN VIC 3805",-38.0151566,145.2923117
"9 Croker Street, 
NEWPORT VIC 3015",NEWPORT,570.0,18985.0,2147.5,38.0,12783.0,0.0,0.0,50.0,129.0,58.0,62.0,33.0,70.0,8.0,184.0,4871.0,2323.0,587.0,460.0,2101.0,46.0,496.0,1598.0,"9 Croker Street, 
NEWPORT VIC 3015",-37.8471397,144.8758555
"1205/91 Galada Avenue, 
PARKVILLE VIC 3052",PARKVILLE,570.0,7446.0,1838.9,26.8,6202.0,0.0,0.0,32.0,213.0,48.0,33.0,13.0,35.0,0.0,10.0,55.0,948.0,1811.0,396.0,1377.0,84.0,447.0,1385.0,"91 Galada Avenue, 
PARKVILLE VIC 3052",-37.77873305,144.93918646501982
"8 Octavia Street, 
POINT COOK VIC 3030",POINT COOK,570.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,5143.0,"8 Octavia Street, 
POINT COOK VIC 3030",-37.9110599,144.7512641
"9 Peckville St, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,570.0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,1786.0,"9 Peckville St, 
PORT MELBOURNE VIC 3207",-37.8347268,144.9352308
"11 Gentle Walk, 
DOREEN VIC 3754",DOREEN,450.0,27064.0,3853.6,66.6,17539.0,0.0,0.0,144.0,81.0,38.0,83.0,13.0,42.0,9.0,93.0,8611.0,492.0,32.0,786.0,1856.0,37.0,446.0,2330.0,"11 Gentle Walk, 
DOREEN VIC 3754",-37.5960685,145.129715
"4/1 Andrews Street, 
ELTHAM VIC 3095",ELTHAM,450.0,23711.0,1216.7,43.1,15046.0,0.0,0.0,21.0,189.0,101.0,106.0,53.0,66.0,9.0,32.0,7485.0,431.0,624.0,446.0,856.0,36.0,319.0,1395.0,"1 Andrews Street, 
ELTHAM VIC 3095",-37.7043676,145.1627915
"10 Dobell Avenue, 
SUNBURY VIC 3429",SUNBURY,450.0,40147.0,768.7,113.3,26471.0,0.0,0.0,178.0,150.0,85.0,103.0,43.0,113.0,6.0,97.0,13737.0,704.0,1191.0,1098.0,2915.0,65.0,611.0,3385.0,"10 Dobell Avenue, 
SUNBURY VIC 3429",-37.5768913,144.704299
"504/62 Carlisle Street, 
ST KILDA VIC 3182",ST KILDA,395.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,3023.0,"62 Carlisle Street, 
ST KILDA VIC 3182",-37.8679348,144.9870446
"46/145 Canterbury Road, 
TOORAK VIC 3142",TOORAK,395.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,1865.0,"145 Canterbury Road, 
TOORAK VIC 3142",-37.8477836,145.0094498
"22 ALBATROSS AVENUE, 
WERRIBEE VIC 3030",WERRIBEE,395.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,3085.0,"22 ALBATROSS AVENUE, 
WERRIBEE VIC 3030",-37.8889966,144.6684757
"12/14 Stevedore Street, 
WILLIAMSTOWN VIC 3016",WILLIAMSTOWN,395.0,16074.0,2188.0,45.0,10333.0,0.0,0.0,38.0,156.0,107.0,65.0,42.0,106.0,3.0,75.0,3629.0,2228.0,1183.0,450.0,1561.0,13.0,340.0,1508.0,"14 Stevedore Street, 
WILLIAMSTOWN VIC 3016",-37.8563503,144.8927479
"23A Balaclava Avenue, 
ALTONA MEADOWS VIC 3028",ALTONA MEADOWS,400.0,18665.0,1770.6,40.9,12311.0,0.0,0.0,67.0,45.0,33.0,56.0,17.0,38.0,13.0,11.0,6570.0,769.0,436.0,341.0,1895.0,52.0,380.0,992.0,"23A Balaclava Avenue, 
ALTONA MEADOWS VIC 3028",-37.8748423,144.7841305
"6/8-12 Epsom Road, 
ASCOT VALE VIC 3032",ASCOT VALE,400.0,15351.0,4001.7,37.1,10752.0,0.0,0.0,55.0,115.0,65.0,68.0,36.0,63.0,3.0,123.0,3016.0,1569.0,2415.0,370.0,2262.0,67.0,616.0,1468.0,"8-12 Epsom Road, 
ASCOT VALE VIC 3032",-37.770743,144.9053644
"9 Heywood Crescent, 
BROADMEADOWS VIC 3047",BROADMEADOWS,400.0,14071.0,1594.1,32.9,9589.0,0.0,0.0,104.0,55.0,22.0,101.0,20.0,44.0,14.0,27.0,3623.0,1013.0,646.0,331.0,2094.0,206.0,514.0,677.0,"9 Heywood Crescent, 
BROADMEADOWS VIC 3047",-37.6772664,144.9125675
"1 Windermere Street, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,650.0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,2072.0,"1 Windermere Street, 
KEYSBOROUGH VIC 3173",-37.9998585,145.1633701
"6 Verde Lane, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,650.0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,2072.0,"6 Verde Lane, 
KEYSBOROUGH VIC 3173",-38.0035399,145.16897
"20 Mulberry Grove, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,650.0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,2072.0,"20 Mulberry Grove, 
KEYSBOROUGH VIC 3173",-38.0048259,145.1593861
"2005/60 Dorcas, 
SOUTHBANK VIC 3006",SOUTHBANK,590.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0,"60 Dorcas, 
SOUTHBANK VIC 3006",-37.8304538,144.9692605
"113/22 Kavanagh Street, 
SOUTHBANK VIC 3006",SOUTHBANK,590.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0,"22 Kavanagh Street, 
SOUTHBANK VIC 3006",-37.822824749999995,144.96579297756625
"1602/35-51 Hancock Street, 
SOUTHBANK VIC 3006",SOUTHBANK,590.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0,"35-51 Hancock Street, 
SOUTHBANK VIC 3006",-37.8276418,144.9595223
"14 Bowman Court, 
TAYLORS HILL VIC 3037",TAYLORS HILL,590.0,19800.0,3317.7,34.5,13247.0,0.0,0.0,22.0,64.0,57.0,64.0,14.0,77.0,4.0,9.0,5064.0,823.0,0.0,400.0,707.0,82.0,333.0,1142.0,"14 Bowman Court, 
TAYLORS HILL VIC 3037",-37.7177857,144.7500421
"29A Comas Grove, 
THORNBURY VIC 3071",THORNBURY,590.0,19152.0,3832.5,37.2,13743.0,0.0,0.0,115.0,140.0,50.0,68.0,23.0,90.0,3.0,51.0,4470.0,2170.0,2366.0,396.0,3299.0,98.0,734.0,1343.0,"29A Comas Grove, 
THORNBURY VIC 3071",-37.7560334,144.984863
"16/415 Toorak Road, 
TOORAK VIC 3142",TOORAK,590.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,1865.0,"415 Toorak Road, 
TOORAK VIC 3142",-37.8435559,145.0290472
"13 Crosby Street, 
TRUGANINA VIC 3029",TRUGANINA,590.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,3447.0,"13 Crosby Street, 
TRUGANINA VIC 3029",-37.7593826,144.6886516
"9 Dalwood Way, 
WOLLERT VIC 3750",WOLLERT,590.0,24762.0,459.5,30.7,16395.0,0.0,0.0,71.0,58.0,29.0,104.0,22.0,59.0,9.0,381.0,6847.0,851.0,154.0,391.0,1706.0,50.0,540.0,1045.0,"9 Dalwood Way, 
WOLLERT VIC 3750",-37.6115529,145.0400696
"18/25 Kooyong Road, 
ARMADALE VIC 3143",ARMADALE,595.0,9436.0,4321.5,38.0,6445.0,0.0,0.0,12.0,208.0,134.0,61.0,29.0,81.0,3.0,68.0,1281.0,863.0,3223.0,421.0,1921.0,27.0,438.0,1696.0,"25 Kooyong Road, 
ARMADALE VIC 3143",-37.8562349,145.0205739
"1/59 Manton Road, 
CLAYTON VIC 3168",CLAYTON,595.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,940.0,"59 Manton Road, 
CLAYTON VIC 3168",-37.9155088,145.1198655
"10 Gauja Street, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,595.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,3852.0,"10 Gauja Street, 
CRAIGIEBURN VIC 3064",-37.5856969,144.8993127
DROMANA VIC 3936,DROMANA,595.0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,931.0,DROMANA VIC 3936,-38.3418285,144.9655838
"58 Stanley Street, 
FRANKSTON VIC 3199",FRANKSTON,595.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,2972.0,"58 Stanley Street, 
FRANKSTON VIC 3199",-38.1423162,145.1319212
"Carpark613/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,55.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,1281.0,"33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",-37.800689250000005,144.95517389315467
"Carpark604/8 Pearl River Road, 
DOCKLANDS VIC 3008",DOCKLANDS,60.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,1451.0,"8 Pearl River Road, 
DOCKLANDS VIC 3008",-37.8136377,144.9373257
"4/17 Shepparson Avenue, 
CARNEGIE VIC 3163",CARNEGIE,475.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,1306.0,"17 Shepparson Avenue, 
CARNEGIE VIC 3163",-37.8892644,145.0581243
"1/684 Inkerman Road, 
CAULFIELD VIC 3162",CAULFIELD,475.0,40971.0,7386.8,76.8,25978.0,0.0,0.0,49.0,627.0,536.0,223.0,109.0,173.0,19.0,408.0,7171.0,4995.0,5734.0,909.0,5319.0,186.0,1183.0,2941.0,"684 Inkerman Road, 
CAULFIELD VIC 3162",-37.8692618,145.0225582
"394 Clayton Road, 
CLAYTON VIC 3168",CLAYTON,475.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,940.0,"394 Clayton Road, 
CLAYTON VIC 3168",-37.9127003,145.1220681
"3 Candelo Street, 
CLYDE VIC 3978",CLYDE,475.0,25665.0,2310.5,61.8,16978.0,0.0,0.0,51.0,73.0,56.0,126.0,12.0,69.0,6.0,383.0,7644.0,171.0,0.0,831.0,1459.0,54.0,404.0,2329.0,"3 Candelo Street, 
CLYDE VIC 3978",-38.1237183,145.3603905
"224/3 Hoddle Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,475.0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,1693.0,"3 Hoddle Street, 
COLLINGWOOD VIC 3066",-37.803765,144.9922402
"303/109 Dight Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,475.0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,1693.0,"109 Dight Street, 
COLLINGWOOD VIC 3066",-37.799907000000005,144.98872780794107
"86 Hotham Street, 
EAST MELBOURNE VIC 3002",EAST MELBOURNE,475.0,4962.0,1711.2,41.8,3592.0,0.0,0.0,6.0,424.0,149.0,70.0,35.0,48.0,0.0,7.0,112.0,696.0,2640.0,480.0,1264.0,52.0,217.0,1921.0,"86 Hotham Street, 
EAST MELBOURNE VIC 3002",-37.8141611,144.9874771
"103a/74 Orrong Road, 
ELSTERNWICK VIC 3185",ELSTERNWICK,475.0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,1548.0,"74 Orrong Road, 
ELSTERNWICK VIC 3185",-37.8844246,145.0061136
"1/19 Selwyn Street, 
ELSTERNWICK VIC 3185",ELSTERNWICK,475.0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,1548.0,"19 Selwyn Street, 
ELSTERNWICK VIC 3185",-37.8839359,145.0011988
"65 Burton St, 
LALOR VIC 3075",LALOR,475.0,23663.0,4579.1,75.1,15020.0,0.0,0.0,121.0,74.0,31.0,96.0,17.0,79.0,7.0,42.0,7707.0,515.0,572.0,716.0,2182.0,154.0,648.0,1535.0,"65 Burton St, 
LALOR VIC 3075",-37.667133,145.0321696
"1027 Plenty Road, 
KINGSBURY VIC 3083",KINGSBURY,185.0,10564.0,1172.6,34.0,7808.0,0.0,0.0,53.0,69.0,21.0,45.0,19.0,43.0,3.0,8.0,2381.0,831.0,1250.0,369.0,1285.0,120.0,382.0,1055.0,"1027 Plenty Road, 
KINGSBURY VIC 3083",-37.7159741,145.0431734
"3/43 Benga Avenue, 
DANDENONG VIC 3175",DANDENONG,190.0,54169.0,5306.299999999999,105.8,35871.0,0.0,0.0,207.0,259.0,263.0,438.0,69.0,331.0,24.0,110.0,12152.0,5534.0,2756.0,992.0,7356.0,1157.0,1364.0,2324.0,"43 Benga Avenue, 
DANDENONG VIC 3175",-37.982931,145.1993753
"36 Coventry Crescent, 
MILL PARK VIC 3082",MILL PARK,195.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,1997.0,"36 Coventry Crescent, 
MILL PARK VIC 3082",-37.6774347,145.067413
"116-130 Main Drive, 
BUNDOORA VIC 3083",BUNDOORA,200.0,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,1870.0,"116-130 Main Drive, 
BUNDOORA VIC 3083",-37.7147936,145.0597259
"31 Scarlet Drive, 
BUNDOORA VIC 3083",BUNDOORA,200.0,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,1870.0,"31 Scarlet Drive, 
BUNDOORA VIC 3083",-37.6801512,145.0486617
"19 Haig Street, 
MERNDA VIC 3754",MERNDA,470.0,23634.0,2160.9,65.69999999999999,15485.0,0.0,0.0,178.0,94.0,35.0,95.0,15.0,53.0,3.0,58.0,7183.0,755.0,130.0,768.0,2055.0,33.0,552.0,2185.0,"19 Haig Street, 
MERNDA VIC 3754",-37.5966064,145.087636
"4/17 Lucerne Avenue, 
MORNINGTON VIC 3931",MORNINGTON,470.0,25909.0,2700.5,102.5,14008.0,0.0,0.0,107.0,242.0,136.0,139.0,59.0,127.0,3.0,71.0,9339.0,1511.0,946.0,810.0,2225.0,58.0,130.0,1932.0,"17 Lucerne Avenue, 
MORNINGTON VIC 3931",-38.2223444,145.0508048
"395 Blackburn Road, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,470.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,2359.0,"395 Blackburn Road, 
MOUNT WAVERLEY VIC 3149",-37.8894373,145.1449485
"9 Norris Street, 
NOBLE PARK VIC 3174",NOBLE PARK,470.0,40239.0,9559.5,110.7,27249.0,0.0,0.0,113.0,105.0,52.0,254.0,31.0,125.0,4.0,38.0,10611.0,2076.0,2758.0,1028.0,5145.0,608.0,1226.0,2502.0,"9 Norris Street, 
NOBLE PARK VIC 3174",-37.9729867,145.1813008
"9/68-70 Chandler Road, 
NOBLE PARK VIC 3174",NOBLE PARK,470.0,40239.0,9559.5,110.7,27249.0,0.0,0.0,113.0,105.0,52.0,254.0,31.0,125.0,4.0,38.0,10611.0,2076.0,2758.0,1028.0,5145.0,608.0,1226.0,2502.0,"68-70 Chandler Road, 
NOBLE PARK VIC 3174",-37.976915,145.1852369
"13 Bowmore Road, 
NOBLE PARK VIC 3174",NOBLE PARK,470.0,40239.0,9559.5,110.7,27249.0,0.0,0.0,113.0,105.0,52.0,254.0,31.0,125.0,4.0,38.0,10611.0,2076.0,2758.0,1028.0,5145.0,608.0,1226.0,2502.0,"13 Bowmore Road, 
NOBLE PARK VIC 3174",-37.9526394,145.1782372
"G11/380 Queensberry Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,470.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,1281.0,"380 Queensberry Street, 
NORTH MELBOURNE VIC 3051",-37.8027924,144.9468245
"7/5 Simpson Street, 
NORTHCOTE VIC 3070",NORTHCOTE,470.0,25657.0,8297.0,74.6,18476.0,0.0,0.0,100.0,278.0,75.0,87.0,49.0,135.0,3.0,56.0,5484.0,3192.0,2914.0,951.0,3882.0,89.0,1008.0,3102.0,"5 Simpson Street, 
NORTHCOTE VIC 3070",-37.7785606,145.0068219
"2/7 Winifred St, 
OAK PARK VIC 3046",OAK PARK,470.0,7976.0,3389.3,35.8,5661.0,0.0,0.0,17.0,33.0,17.0,26.0,6.0,25.0,0.0,22.0,1783.0,1425.0,230.0,401.0,985.0,18.0,370.0,1371.0,"7 Winifred St, 
OAK PARK VIC 3046",-37.7208324,144.9152603
"1010/283 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,585.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0,"283 City Road, 
SOUTHBANK VIC 3006",-37.8229812,144.9633593
"G04/40-44 Pakington Street, 
ST KILDA VIC 3182",ST KILDA,585.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,3023.0,"40-44 Pakington Street, 
ST KILDA VIC 3182",-37.8657176,144.9864053
"353 Rathmines Street, 
THORNBURY VIC 3071",THORNBURY,585.0,19152.0,3832.5,37.2,13743.0,0.0,0.0,115.0,140.0,50.0,68.0,23.0,90.0,3.0,51.0,4470.0,2170.0,2366.0,396.0,3299.0,98.0,734.0,1343.0,"353 Rathmines Street, 
THORNBURY VIC 3071",-37.7651534,145.0181255
"C309/609 Victoria Street, 
ABBOTSFORD VIC 3067",ABBOTSFORD,590.0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,1693.0,"609 Victoria Street, 
ABBOTSFORD VIC 3067",-37.8107516,145.00781599155198
"332/20 Shamrock Street, 
ABBOTSFORD VIC 3067",ABBOTSFORD,590.0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,1693.0,"20 Shamrock Street, 
ABBOTSFORD VIC 3067",-37.809994,145.0082499
"1/151 Victoria Avenue, 
ALBERT PARK VIC 3206",ALBERT PARK,590.0,16023.0,3427.6,41.5,10934.0,0.0,0.0,25.0,346.0,558.0,228.0,92.0,181.0,8.0,77.0,834.0,2943.0,5435.0,493.0,3118.0,34.0,700.0,1727.0,"151 Victoria Avenue, 
ALBERT PARK VIC 3206",-37.8465481,144.94971608929677
"4 Sandown Road, 
ASCOT VALE VIC 3032",ASCOT VALE,590.0,15351.0,4001.7,37.1,10752.0,0.0,0.0,55.0,115.0,65.0,68.0,36.0,63.0,3.0,123.0,3016.0,1569.0,2415.0,370.0,2262.0,67.0,616.0,1468.0,"4 Sandown Road, 
ASCOT VALE VIC 3032",-37.783125,144.9195038
"304/15 Vickery Street, 
BENTLEIGH VIC 3204",BENTLEIGH,590.0,30909.0,6728.2,79.69999999999999,19882.0,0.0,0.0,59.0,197.0,130.0,132.0,67.0,139.0,9.0,123.0,8184.0,1727.0,2075.0,998.0,2642.0,78.0,552.0,2566.0,"15 Vickery Street, 
BENTLEIGH VIC 3204",-37.9158312,145.0391733
"28 Marlesford Crescent, 
BERWICK VIC 3806",BERWICK,590.0,23187.0,1174.1,43.3,14432.0,0.0,0.0,36.0,206.0,115.0,98.0,42.0,73.0,5.0,33.0,7430.0,1728.0,20.0,380.0,1533.0,140.0,241.0,1117.0,"28 Marlesford Crescent, 
BERWICK VIC 3806",-38.0558614,145.3447994
"101/7-9 Cowra Street, 
BRIGHTON VIC 3186",BRIGHTON,590.0,39748.0,5788.0,92.0,23818.0,0.0,0.0,32.0,588.0,514.0,206.0,116.0,186.0,6.0,360.0,10160.0,3920.0,2609.0,1202.0,3251.0,28.0,665.0,3406.0,"7-9 Cowra Street, 
BRIGHTON VIC 3186",-37.9050877,145.0071715
"7A Warne Street, 
BRUNSWICK VIC 3056",BRUNSWICK,590.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,5812.0,"7A Warne Street, 
BRUNSWICK VIC 3056",-37.7593501,144.9562828
"203/3 Elliott Avenue, 
CARNEGIE VIC 3163",CARNEGIE,590.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,1306.0,"3 Elliott Avenue, 
CARNEGIE VIC 3163",-37.8896169,145.0601149
"315/864 Blackburn Road, 
CLAYTON VIC 3168",CLAYTON,645.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,940.0,"864 Blackburn Road, 
CLAYTON VIC 3168",-37.9183485,145.1398208
"1611/868 Blackburn Road, 
CLAYTON VIC 3168",CLAYTON,650.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,940.0,"868 Blackburn Road, 
CLAYTON VIC 3168",-37.9183485,145.1398208
"9 Pesaro Street, 
CLYDE VIC 3978",CLYDE,650.0,25665.0,2310.5,61.8,16978.0,0.0,0.0,51.0,73.0,56.0,126.0,12.0,69.0,6.0,383.0,7644.0,171.0,0.0,831.0,1459.0,54.0,404.0,2329.0,"9 Pesaro Street, 
CLYDE VIC 3978",-38.1293707,145.3656648
"3/5 Darlington Grove, 
COBURG VIC 3058",COBURG,650.0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,3730.0,"5 Darlington Grove, 
COBURG VIC 3058",-37.7482242,144.9740344
"6/61 Little Oxford St, 
COLLINGWOOD VIC 3066",COLLINGWOOD,650.0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,1693.0,"61 Little Oxford St, 
COLLINGWOOD VIC 3066",-37.80462565,144.98390268460776
"165 Johnston Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,650.0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,1693.0,"165 Johnston Street, 
COLLINGWOOD VIC 3066",-37.799715,144.990563
